ID,Chinese,English,MathA,MathB,Society,Nature
13860696,1,8,6,null,7,null
13860831,15,13,10,null,15,null
13861118,14,2,3,null,5,null
13861148,4,12,12,null,4,null
13861984,4,13,7,null,11,null
13862085,14,14,12,null,3,null
13862613,13,3,5,null,12,null
13862702,14,2,4,null,12,null
13862723,4,11,4,null,14,null
13862822,9,4,2,null,13,null
13862887,10,10,10,null,12,null
13862975,14,2,3,null,9,null
13863003,8,12,5,null,15,null
13863122,9,13,6,null,4,null
13863241,14,14,12,null,13,null
13863444,12,4,12,null,2,null
13863546,3,15,6,null,13,null
13863819,15,15,14,null,13,null
13863867,14,15,14,null,13,null
13863888,3,13,14,null,13,null
13863968,12,15,10,null,9,null
13863994,4,14,11,null,10,null
13864073,2,15,15,null,3,null
13864113,14,12,3,null,6,null
13864136,12,5,11,null,3,null
13864218,13,15,15,null,15,null
13864866,1,11,15,null,6,null
13864949,12,9,2,null,3,null
13865049,12,5,3,null,15,null
13865061,4,3,8,null,13,null
13865162,12,3,13,null,15,null
13865199,15,5,4,null,15,null
13865408,10,15,11,null,13,null
13865442,4,14,1,null,2,null
13865699,14,13,3,null,13,null
13865728,2,2,1,null,12,null
13866860,14,11,9,null,3,null
13866922,13,14,2,null,4,null
13867164,10,13,5,null,2,null
13867320,13,14,2,null,13,null
13867357,12,12,3,null,14,null
13867500,14,10,3,null,2,null
13867630,3,13,3,null,13,null
13867685,4,12,4,null,15,null
13867696,15,3,9,null,9,null
13868257,6,15,13,null,14,null
13868613,12,14,5,null,15,null
13868623,12,13,15,null,2,null
13868760,4,12,13,null,13,null
13869421,13,12,15,null,15,null
13869716,9,15,3,null,10,null
13869736,10,5,1,null,14,null
13869830,2,4,2,null,15,null
13869834,1,13,8,null,4,null
13869991,4,11,5,null,15,null
13869999,3,14,4,null,14,null
13870003,2,10,9,null,13,null
13870284,7,3,9,null,14,null
13870544,15,4,2,null,9,null
13870629,12,14,1,null,15,null
13870917,7,2,1,null,8,null
13871737,4,13,11,null,9,null
13871779,3,6,3,null,1,null
13872024,3,7,5,null,15,null
13872403,15,9,9,null,3,null
13872601,15,13,14,null,14,null
13872692,15,3,10,null,10,null
13873688,13,14,8,null,5,null
13873689,4,13,5,null,4,null
13873703,9,15,10,null,14,null
13873784,5,6,1,null,11,null
13873968,14,13,3,null,10,null
13874107,14,4,1,null,4,null
13874192,6,14,5,null,14,null
13874215,13,3,5,null,4,null
13874257,5,12,15,null,13,null
13874312,4,11,5,null,3,null
13874450,8,2,3,null,13,null
13874802,5,2,4,null,1,null
13874849,10,11,15,null,14,null
13875044,14,1,4,null,14,null
13875115,2,12,14,null,14,null
13875181,2,5,14,null,2,null
13875686,6,8,1,null,12,null
13876364,10,9,15,null,6,null
13876402,13,11,15,null,6,null
13876723,12,10,12,null,15,null
13876961,12,15,14,null,2,null
13877019,14,4,8,null,3,null
13877037,6,5,6,null,14,null
13877291,14,6,14,null,2,null
13877306,2,2,1,null,12,null
13877836,5,13,13,null,4,null
13878327,1,8,1,null,2,null
13878346,14,6,13,null,11,null
13878608,10,5,9,null,2,null
13878633,13,15,10,null,1,null
13878644,14,1,13,null,13,null
13878649,13,1,3,null,4,null
13878948,5,4,13,null,2,null
13879025,2,5,9,null,12,null
13879121,2,12,12,null,11,null
13879176,14,14,14,null,14,null
13879224,15,8,1,null,11,null
13879239,13,6,5,null,12,null
13879430,6,12,15,null,2,null
13879755,4,12,6,null,9,null
13879993,13,7,5,null,9,null
13880483,12,15,13,null,3,null
13880571,3,3,2,null,1,null
13880752,14,13,11,null,2,null
13880962,14,4,15,null,11,null
13881294,3,2,2,null,14,null
13881319,12,13,5,null,9,null
13881572,13,15,3,null,14,null
13881612,14,14,12,null,11,null
13881663,10,11,10,null,12,null
13881957,4,3,7,null,14,null
13882126,13,11,12,null,12,null
13882140,15,12,1,null,11,null
13882256,15,9,15,null,14,null
13883198,12,12,14,null,10,null
13883855,4,12,15,null,10,null
13884056,15,8,15,null,15,null
13884353,10,14,8,null,2,null
13884358,8,14,2,null,3,null
13884445,13,15,15,null,14,null
13884737,13,12,13,null,5,null
13884801,7,12,15,null,14,null
13885361,9,2,13,null,1,null
13885808,2,4,11,null,12,null
13885932,9,14,12,null,4,null
13886293,14,8,2,null,14,null
13886401,13,14,14,null,14,null
13886481,14,12,15,null,4,null
13886554,1,2,12,null,12,null
13886901,12,13,4,null,13,null
13886916,13,9,7,null,2,null
13887410,1,2,1,null,4,null
13887463,9,14,4,null,14,null
13887516,10,4,4,null,1,null
13887565,15,3,3,null,1,null
13887732,15,13,9,null,3,null
13888182,4,11,4,null,2,null
13888252,2,14,6,null,12,null
13888357,15,12,15,null,4,null
13888370,4,5,2,null,14,null
13888538,3,13,1,null,1,null
13888653,5,2,11,null,2,null
13888725,1,15,1,null,2,null
13888734,2,15,13,null,1,null
13888828,12,11,15,null,2,null
13888949,5,2,1,null,14,null
13888978,14,4,12,null,10,null
13889215,10,11,4,null,13,null
13889231,12,2,5,null,14,null
13889251,4,15,9,null,15,null
13889707,14,1,14,null,12,null
13889772,2,15,12,null,13,null
13889878,11,11,3,null,2,null
13890017,1,8,3,null,10,null
13890211,14,11,11,null,13,null
13890243,14,12,1,null,3,null
13890275,14,12,12,null,8,null
13890291,2,4,3,null,15,null
13890451,3,13,1,null,14,null
13890787,2,12,12,null,2,null
13891603,5,3,9,null,10,null
13892317,3,8,3,null,11,null
13892374,10,14,13,null,15,null
13892400,2,2,14,null,15,null
13892698,14,12,4,null,8,null
13892812,2,12,15,null,15,null
13892949,11,12,4,null,4,null
13893171,9,9,1,null,4,null
13893221,11,11,12,null,11,null
13893469,10,14,14,null,3,null
13893565,15,2,13,null,5,null
13893611,12,12,14,null,4,null
13893706,14,7,12,null,12,null
13894011,1,4,12,null,14,null
13894025,3,1,8,null,8,null
13894046,2,11,8,null,10,null
13894102,4,13,14,null,1,null
13894184,10,13,5,null,1,null
13894192,3,12,12,null,14,null
13894560,5,6,12,null,14,null
13894719,7,14,1,null,2,null
13894865,10,2,10,null,12,null
13894985,14,13,14,null,8,null
13895158,14,11,1,null,2,null
13895430,7,12,14,null,14,null
13895589,13,1,9,null,2,null
13895933,3,1,15,null,4,null
13896250,15,2,4,null,14,null
13896603,4,15,15,null,13,null
13897046,4,11,13,null,2,null
13897166,15,8,3,null,5,null
13897232,13,1,15,null,12,null
13897285,4,8,4,null,2,null
13897759,14,3,4,null,4,null
13897808,14,1,2,null,4,null
13898212,4,14,3,null,3,null
13898458,12,1,11,null,3,null
13898495,6,15,9,null,13,null
13898685,11,14,5,null,9,null
13898706,4,3,1,null,2,null
13899375,2,15,2,null,12,null
13899409,3,13,8,null,9,null
13899946,12,3,8,null,13,null
13900489,14,15,14,null,12,null
13900979,2,2,3,null,15,null
13901280,7,10,15,null,8,null
13901296,10,12,14,null,5,null
13901345,13,12,14,null,10,null
13901380,13,9,5,null,6,null
13901419,1,3,12,null,2,null
13901611,15,2,13,null,4,null
13902254,14,14,3,null,4,null
13902702,9,12,1,null,12,null
13902872,2,13,4,null,3,null
13903051,4,15,14,null,14,null
13903183,14,14,10,null,7,null
13903601,12,12,2,null,2,null
13903779,1,11,3,null,8,null
13903970,13,14,4,null,3,null
13904427,15,14,5,null,13,null
13904538,2,8,1,null,2,null
13904644,15,12,2,null,1,null
13904690,8,11,8,null,4,null
13904968,1,11,12,null,4,null
13905348,9,1,9,null,13,null
13905446,13,14,4,null,14,null
13905531,13,10,14,null,5,null
13905646,8,2,2,null,1,null
13905752,11,12,10,null,1,null
13905974,15,15,4,null,4,null
13906006,11,12,9,null,6,null
13906310,5,5,13,null,13,null
13906394,13,4,9,null,4,null
13906533,9,13,15,null,1,null
13906795,11,14,4,null,7,null
13906799,6,15,14,null,14,null
13906835,1,4,7,null,8,null
13906997,10,13,12,null,14,null
13907051,3,10,2,null,11,null
13907126,1,2,2,null,12,null
13907620,13,2,14,null,6,null
13907726,1,9,4,null,15,null
13908081,2,9,13,null,3,null
13908241,15,11,0,null,9,null
13908514,13,4,1,null,12,null
13908523,14,12,12,null,9,null
13908537,3,14,13,null,9,null
13908823,14,5,4,null,4,null
13908945,4,12,2,null,2,null
13909337,9,8,5,null,1,null
13909376,2,14,12,null,4,null
13909708,3,12,6,null,13,null
13909799,6,1,14,null,3,null
13909908,3,4,1,null,8,null
13909930,3,15,1,null,12,null
13910041,9,14,6,null,12,null
13910490,8,13,2,null,15,null
13910495,6,4,4,null,1,null
13911041,15,2,8,null,4,null
13911299,6,1,15,null,15,null
13911326,15,15,12,null,13,null
13911561,1,15,14,null,14,null
13911570,13,6,12,null,9,null
13911581,2,4,2,null,2,null
13911704,2,4,1,null,4,null
13911864,14,3,2,null,2,null
13912090,12,15,2,null,2,null
13912113,8,1,12,null,14,null
13912297,2,14,2,null,8,null
13912337,13,13,5,null,6,null
13912537,7,11,3,null,15,null
13912547,12,3,4,null,2,null
13912671,1,1,11,null,5,null
13912809,14,13,11,null,7,null
13912922,15,11,11,null,11,null
13913063,5,14,13,null,13,null
13913122,5,15,13,null,3,null
13913200,14,15,15,null,13,null
13913245,14,13,3,null,14,null
13913574,3,12,1,null,14,null
13913693,4,6,3,null,6,null
13913761,12,15,14,null,1,null
13913922,9,12,4,null,4,null
13914125,1,14,12,null,15,null
13914448,3,8,12,null,2,null
13914600,12,2,5,null,15,null
13914690,12,15,7,null,15,null
13914800,13,12,2,null,15,null
13914858,4,3,12,null,12,null
13915173,7,14,9,null,10,null
13915244,15,12,1,null,13,null
13915416,14,15,2,null,6,null
13915642,14,7,6,null,12,null
13915666,12,14,14,null,13,null
13915929,8,13,13,null,1,null
13916190,5,5,7,null,10,null
13916243,5,10,12,null,12,null
13916465,4,12,15,null,4,null
13916499,9,14,13,null,14,null
13916520,12,1,7,null,13,null
13916534,15,2,15,null,9,null
13916543,13,3,14,null,12,null
13916564,11,8,14,null,4,null
13916585,14,5,1,null,13,null
13916958,13,2,2,null,3,null
13917028,9,10,4,null,15,null
13917063,11,10,9,null,14,null
13917122,13,15,2,null,1,null
13917170,1,2,3,null,13,null
13917239,12,12,6,null,4,null
13917324,15,7,6,null,3,null
13917363,10,9,14,null,2,null
13917370,15,12,5,null,14,null
13917383,12,12,15,null,15,null
13917444,3,14,15,null,12,null
13917530,11,10,15,null,10,null
13917619,14,3,9,null,4,null
13917644,14,7,3,null,1,null
13917962,15,14,4,null,14,null
13918820,11,5,1,null,3,null
13918969,15,12,1,null,5,null
13918983,1,11,3,null,14,null
13919162,1,11,14,null,7,null
13919486,2,5,12,null,15,null
13919748,1,8,8,null,5,null
13919883,9,6,15,null,5,null
13920044,9,9,4,null,6,null
13920082,14,14,14,null,3,null
13920116,14,10,2,null,1,null
13920147,10,4,14,null,1,null
13920394,12,12,11,null,1,null
13920407,2,8,6,null,13,null
13920460,10,2,12,null,4,null
13920833,10,15,4,null,3,null
13920849,2,5,12,null,13,null
13921240,2,11,11,null,2,null
13921458,6,13,1,null,9,null
13921648,4,11,13,null,15,null
13922173,14,4,5,null,11,null
13922399,14,4,12,null,13,null
13922501,11,4,14,null,12,null
13922564,14,12,2,null,2,null
13922598,8,1,4,null,3,null
13923060,8,15,12,null,10,null
13923352,9,10,15,null,3,null
13923425,11,5,1,null,15,null
13923526,9,15,2,null,4,null
13923545,9,3,1,null,6,null
13923701,4,5,1,null,3,null
13923992,6,13,14,null,1,null
13924061,4,8,2,null,13,null
13924239,2,15,4,null,4,null
13924244,14,15,14,null,10,null
13924442,1,13,15,null,14,null
13924491,12,2,12,null,7,null
13924639,11,12,15,null,9,null
13924664,13,14,5,null,3,null
13924843,3,3,12,null,14,null
13924932,15,2,3,null,4,null
13925005,1,10,3,null,7,null
13925020,15,13,2,null,15,null
13925149,14,13,1,null,12,null
13925601,14,13,4,null,1,null
13925683,2,8,2,null,12,null
13925861,12,9,12,null,14,null
13926205,4,11,13,null,13,null
13926313,14,4,15,null,1,null
13926454,10,2,2,null,2,null
13926570,6,2,2,null,12,null
13926723,13,1,4,null,9,null
13927242,3,12,8,null,4,null
13927696,9,14,15,null,5,null
13927732,4,3,3,null,1,null
13927835,15,14,10,null,13,null
13927858,13,12,15,null,14,null
13928009,15,7,5,null,14,null
13928021,2,2,10,null,3,null
13928126,13,2,12,null,11,null
13928155,15,1,13,null,12,null
13928449,13,11,2,null,14,null
13928516,14,14,15,null,14,null
13928670,15,13,1,null,2,null
13928677,1,13,4,null,15,null
13929262,3,3,14,null,3,null
13929344,2,11,12,null,3,null
13929710,14,12,9,null,12,null
13929917,13,14,2,null,14,null
13929967,11,8,3,null,13,null
13930171,15,14,12,null,10,null
13930345,13,7,4,null,6,null
13930433,3,11,12,null,10,null
13930635,8,14,1,null,13,null
13930760,1,14,15,null,12,null
13931776,15,7,14,null,8,null
13931777,9,1,7,null,12,null
13932069,2,8,9,null,6,null
13932681,7,5,13,null,13,null
13932782,10,13,14,null,14,null
13932812,12,4,15,null,9,null
13932835,4,1,14,null,7,null
13932894,12,12,15,null,14,null
13932941,2,5,15,null,5,null
13933230,6,15,10,null,4,null
13933475,15,15,14,null,12,null
13933630,3,2,1,null,10,null
13933847,15,14,3,null,2,null
13933858,3,5,14,null,2,null
13934290,15,10,12,null,12,null
13934473,5,12,14,null,4,null
13934597,3,8,3,null,13,null
13934873,14,10,15,null,8,null
13934932,15,2,6,null,6,null
13935020,7,12,9,null,4,null
13935093,10,9,15,null,1,null
13935116,12,1,14,null,15,null
13935239,12,14,13,null,12,null
13935375,14,4,11,null,13,null
13935407,12,2,12,null,2,null
13935727,13,4,4,null,2,null
13936241,1,14,15,null,12,null
13936347,1,3,1,null,1,null
13936368,15,3,5,null,7,null
13936390,2,12,12,null,2,null
13936952,13,10,3,null,13,null
13937029,14,15,1,null,10,null
13937279,12,15,10,null,9,null
13937328,15,13,1,null,15,null
13937403,12,8,15,null,11,null
13937526,1,14,11,null,12,null
13937693,12,11,3,null,4,null
13937754,15,5,1,null,13,null
13937863,13,3,4,null,1,null
13937902,6,4,12,null,15,null
13937947,7,9,15,null,5,null
13938162,12,4,9,null,13,null
13938208,3,2,13,null,5,null
13938402,12,12,1,null,7,null
13938497,14,11,13,null,13,null
13938507,4,15,9,null,15,null
13938587,15,13,4,null,4,null
13939148,6,1,12,null,12,null
13939217,13,11,5,null,14,null
13939228,3,2,4,null,10,null
13939316,15,8,2,null,11,null
13939423,4,14,2,null,2,null
13939529,14,15,14,null,5,null
13939655,4,15,8,null,12,null
13939706,13,15,1,null,15,null
13939911,13,7,2,null,11,null
13940177,15,4,10,null,13,null
13940284,15,3,4,null,12,null
13940554,13,15,4,null,3,null
13940574,13,12,3,null,13,null
13941028,14,1,9,null,9,null
13941259,3,11,8,null,10,null
13941613,9,9,8,null,13,null
13941660,4,8,1,null,15,null
13942050,14,15,2,null,5,null
13942074,3,4,11,null,5,null
13942446,12,5,11,null,12,null
13942533,11,14,3,null,9,null
13942778,5,13,11,null,14,null
13943164,2,12,14,null,9,null
13943307,2,2,4,null,12,null
13943449,13,14,15,null,12,null
13943654,10,4,15,null,13,null
13944095,15,4,13,null,5,null
13944139,15,11,4,null,15,null
13944228,11,13,14,null,12,null
13944636,15,14,4,null,15,null
13944801,15,14,14,null,3,null
13944980,14,5,1,null,9,null
13945246,13,2,15,null,5,null
13945324,13,14,11,null,9,null
13945428,3,12,12,null,13,null
13945439,12,11,1,null,12,null
13945962,1,12,12,null,14,null
13946035,11,9,4,null,4,null
13946122,6,9,12,null,8,null
13946138,14,3,12,null,3,null
13946387,4,14,11,null,4,null
13946427,15,14,3,null,14,null
13946652,4,10,11,null,13,null
13946668,8,14,11,null,13,null
13946687,12,5,9,null,15,null
13946758,4,15,13,null,15,null
13946912,13,15,9,null,2,null
13946913,9,15,13,null,15,null
13947165,10,2,4,null,4,null
13947452,7,12,3,null,9,null
13947606,10,5,11,null,9,null
13947710,12,10,15,null,9,null
13947854,15,8,5,null,6,null
13947925,15,15,13,null,8,null
13948168,1,7,14,null,14,null
13948192,15,4,13,null,14,null
13948301,2,11,5,null,2,null
13948320,10,1,15,null,9,null
13948369,12,12,1,null,9,null
13948475,3,11,5,null,11,null
13948782,13,4,15,null,1,null
13948830,11,7,3,null,2,null
13949066,15,15,14,null,13,null
13949284,2,2,2,null,1,null
13949489,3,12,3,null,12,null
13949583,12,10,14,null,14,null
13949654,13,8,13,null,9,null
13949767,9,2,4,null,14,null
13949956,9,15,14,null,13,null
13949987,5,4,2,null,12,null
13950029,5,3,10,null,10,null
13950663,3,15,1,null,3,null
13950749,14,1,12,null,3,null
13950819,15,2,6,null,15,null
13950938,14,15,4,null,14,null
13950965,12,4,15,null,13,null
13951167,14,14,9,null,10,null
13951360,11,10,2,null,1,null
13951488,3,14,14,null,9,null
13951527,15,7,14,null,14,null
13951555,10,9,14,null,3,null
13951612,2,10,14,null,14,null
13951730,2,13,9,null,7,null
13951735,3,2,14,null,11,null
13951888,14,2,2,null,4,null
13952083,2,10,6,null,10,null
13952215,4,5,14,null,7,null
13952290,15,2,1,null,7,null
13952346,14,2,4,null,14,null
13952424,8,10,1,null,14,null
13952448,6,15,8,null,10,null
13952496,4,15,15,null,2,null
13952571,2,4,7,null,10,null
13953104,14,7,7,null,1,null
13953173,11,14,9,null,14,null
13953935,4,12,4,null,11,null
13954057,7,4,13,null,3,null
13954398,2,13,13,null,14,null
13954441,14,3,13,null,14,null
13954707,3,12,9,null,3,null
13954780,3,4,2,null,13,null
13954792,15,3,3,null,9,null
13954812,3,13,12,null,1,null
13954826,4,11,12,null,6,null
13955091,5,15,3,null,1,null
13955105,13,2,3,null,2,null
13955416,8,1,6,null,3,null
13955432,11,5,5,null,4,null
13955559,8,12,15,null,6,null
13955801,1,11,2,null,12,null
13956191,14,3,4,null,5,null
13956228,12,9,13,null,6,null
13956268,14,3,12,null,12,null
13956420,5,15,8,null,5,null
13956854,15,8,0,null,11,null
13956912,12,13,3,null,3,null
13956933,15,14,15,null,6,null
13957112,7,1,14,null,15,null
13957236,13,10,9,null,2,null
13957365,10,13,14,null,3,null
13957951,11,5,15,null,1,null
13958081,11,15,1,null,11,null
13958093,11,15,14,null,1,null
13958218,4,13,13,null,15,null
13958247,14,1,7,null,4,null
13958695,2,11,2,null,12,null
13958728,15,4,9,null,15,null
13958764,2,14,15,null,8,null
13958897,9,9,2,null,15,null
13959071,14,1,15,null,1,null
13959182,9,2,15,null,7,null
13959318,13,12,11,null,11,null
13959466,15,15,11,null,2,null
13959772,14,15,15,null,9,null
13959810,13,13,2,null,12,null
13959834,14,4,5,null,11,null
13959878,5,13,9,null,15,null
13960073,11,2,14,null,4,null
13960077,2,13,10,null,14,null
13960169,11,8,11,null,1,null
13960303,3,3,12,null,9,null
13960329,9,11,2,null,7,null
13960378,4,2,8,null,9,null
13960698,12,12,3,null,2,null
13960855,12,13,13,null,14,null
13961052,15,13,5,null,11,null
13961121,14,13,14,null,14,null
13961141,5,12,12,null,15,null
13961153,5,2,4,null,10,null
13961247,15,14,15,null,15,null
13961445,3,14,9,null,2,null
13961487,5,4,7,null,12,null
13961918,4,12,10,null,10,null
13962131,8,2,15,null,13,null
13962230,3,15,13,null,13,null
13962501,5,14,9,null,15,null
13962660,8,13,12,null,12,null
13962779,14,11,11,null,14,null
13962814,8,14,2,null,12,null
13963031,14,9,11,null,12,null
13963090,3,5,3,null,4,null
13963167,4,12,4,null,11,null
13963437,8,6,4,null,14,null
13963523,13,13,6,null,11,null
13963895,11,8,8,null,10,null
13964168,14,11,8,null,9,null
13964262,14,13,2,null,14,null
13964314,12,10,4,null,12,null
13964374,7,6,14,null,14,null
13964724,4,15,12,null,8,null
13964873,12,5,2,null,14,null
13965157,1,1,5,null,3,null
13965352,14,9,15,null,13,null
13965448,15,1,14,null,15,null
13965493,11,2,14,null,13,null
13965738,14,4,6,null,3,null
13966292,12,13,10,null,15,null
13966459,2,15,12,null,13,null
13966698,12,11,4,null,3,null
13966784,6,7,4,null,8,null
13966852,8,11,4,null,3,null
13966915,15,6,11,null,13,null
13966969,1,13,14,null,7,null
13967017,14,10,4,null,12,null
13967026,4,14,13,null,4,null
13967083,4,15,12,null,14,null
13967271,4,5,9,null,11,null
13967534,13,14,11,null,14,null
13967907,4,14,14,null,15,null
13968092,11,13,15,null,11,null
13968254,14,4,14,null,11,null
13968317,5,3,4,null,9,null
13968880,15,5,15,null,14,null
13969015,4,14,2,null,13,null
13969131,2,15,1,null,2,null
13969687,2,13,2,null,13,null
13969835,12,5,13,null,15,null
13969974,14,6,3,null,1,null
13969977,1,1,4,null,2,null
13970021,13,1,13,null,13,null
13970051,1,9,8,null,2,null
13970240,2,3,8,null,5,null
13970276,1,15,14,null,15,null
13970510,9,5,14,null,1,null
13970904,15,2,7,null,3,null
13971068,12,1,12,null,4,null
13971104,15,9,11,null,11,null
13971156,3,1,13,null,2,null
13971608,3,15,2,null,15,null
13971677,1,2,4,null,15,null
13971795,4,4,8,null,14,null
13972246,10,10,15,null,1,null
13972289,7,2,14,null,10,null
13972555,11,5,9,null,6,null
13972918,14,13,10,null,8,null
13972926,14,11,5,null,4,null
13973174,1,2,2,null,9,null
13973188,3,14,12,null,8,null
13973202,8,5,3,null,4,null
13973251,12,3,2,null,15,null
13973498,15,2,9,null,11,null
13973604,14,12,5,null,4,null
13973707,12,12,9,null,12,null
13974628,12,8,5,null,14,null
13974912,8,14,15,null,2,null
13974913,12,14,11,null,4,null
13975079,8,11,12,null,14,null
13975176,15,13,2,null,14,null
13975356,13,9,1,null,10,null
13975394,5,4,5,null,9,null
13975489,15,1,2,null,5,null
13975609,7,1,7,null,7,null
13975615,1,2,9,null,3,null
13975661,11,13,15,null,15,null
13975969,12,2,1,null,15,null
13976210,9,12,1,null,5,null
13976327,5,5,10,null,9,null
13976461,15,4,12,null,11,null
13976500,3,3,12,null,4,null
13976597,5,11,5,null,15,null
13976626,2,12,14,null,13,null
13976720,11,2,2,null,5,null
13976781,12,1,2,null,6,null
13976828,14,9,15,null,14,null
13977176,13,1,15,null,14,null
13977306,1,2,5,null,13,null
13977604,11,2,12,null,15,null
13977828,10,4,9,null,8,null
13977840,12,11,15,null,10,null
13977941,12,9,9,null,15,null
13978071,13,14,6,null,11,null
13978224,14,10,11,null,3,null
13978236,12,1,13,null,15,null
13978444,5,4,7,null,4,null
13978532,3,10,11,null,15,null
13978545,2,1,13,null,1,null
13978851,7,7,11,null,1,null
13978972,14,1,15,null,4,null
13979006,10,5,1,null,5,null
13979092,11,15,6,null,15,null
13979177,8,11,14,null,10,null
13979731,2,15,14,null,4,null
13979750,4,12,13,null,15,null
13979893,13,14,1,null,8,null
13979949,11,12,4,null,4,null
13980024,7,2,2,null,6,null
13980122,12,8,4,null,13,null
13980485,1,13,4,null,5,null
13980486,9,12,11,null,7,null
13980576,5,8,1,null,14,null
13980610,15,13,14,null,8,null
13980819,10,15,14,null,13,null
13981294,7,15,5,null,13,null
13981516,15,2,15,null,11,null
13981518,2,2,15,null,15,null
13981571,11,7,13,null,6,null
13981630,13,2,14,null,9,null
13981910,12,11,14,null,11,null
13982157,2,11,14,null,2,null
13982208,9,13,4,null,15,null
13982335,5,11,2,null,9,null
13982670,13,2,13,null,3,null
13982751,12,1,13,null,13,null
13982756,14,7,11,null,8,null
13982889,4,2,2,null,4,null
13982961,8,14,13,null,12,null
13982964,15,6,5,null,1,null
13983169,14,9,6,null,13,null
13983234,9,15,4,null,15,null
13983254,3,1,2,null,6,null
13983374,11,12,14,null,13,null
13983591,5,12,7,null,10,null
13983695,2,13,12,null,12,null
13983763,12,10,15,null,3,null
13984271,14,15,14,null,1,null
13984621,8,4,4,null,15,null
13984642,1,15,13,null,11,null
13984651,3,7,2,null,13,null
13984792,15,11,3,null,15,null
13984822,3,4,3,null,14,null
13984939,6,13,15,null,2,null
13985222,13,3,3,null,1,null
13985357,2,12,14,null,8,null
13985378,2,14,3,null,5,null
13985523,12,15,11,null,2,null
13985567,13,5,4,null,13,null
13985972,12,1,14,null,15,null
13986036,8,14,13,null,2,null
13986037,13,4,3,null,14,null
13986092,9,4,13,null,2,null
13986394,3,4,3,null,9,null
13986403,14,5,3,null,2,null
13986464,14,13,5,null,10,null
13986505,10,11,14,null,9,null
13986628,9,11,12,null,3,null
13986731,14,4,12,null,6,null
13986820,10,15,6,null,12,null
13986830,10,6,14,null,2,null
13987069,4,14,12,null,14,null
13987172,9,2,15,null,13,null
13987262,14,13,11,null,5,null
13987331,3,2,14,null,5,null
13987382,13,11,5,null,15,null
13987385,2,13,13,null,4,null
13987626,15,5,4,null,11,null
13987743,14,15,13,null,14,null
13988007,6,4,8,null,13,null
13988662,10,15,9,null,4,null
13988900,5,1,15,null,1,null
13989284,12,3,15,null,10,null
13989358,13,13,15,null,9,null
13989412,2,3,13,null,4,null
13989581,13,12,1,null,11,null
13989675,4,1,15,null,2,null
13989740,5,11,15,null,2,null
13989811,12,15,2,null,2,null
13990413,10,13,13,null,12,null
13990453,2,7,2,null,8,null
13990636,3,14,13,null,3,null
13990700,12,1,5,null,13,null
13990814,3,2,12,null,14,null
13991061,2,15,12,null,10,null
13991606,13,2,14,null,13,null
13991728,5,10,3,null,1,null
13991765,8,2,12,null,15,null
13991938,10,1,9,null,9,null
13992079,1,1,13,null,13,null
13992131,12,13,10,null,14,null
13992216,14,9,4,null,14,null
13992317,15,4,5,null,8,null
13992415,12,1,9,null,2,null
13992429,14,3,2,null,4,null
13992494,12,11,2,null,1,null
13992654,15,11,2,null,6,null
13993074,5,1,14,null,14,null
13993505,15,15,11,null,10,null
13993536,15,4,11,null,4,null
13993602,4,1,8,null,14,null
13993691,11,4,14,null,10,null
13993841,15,13,3,null,15,null
13993870,5,13,3,null,10,null
13994180,12,6,14,null,13,null
13994181,8,3,1,null,3,null
13994230,12,12,1,null,7,null
13994236,5,6,8,null,8,null
13994609,13,6,2,null,15,null
13994619,13,15,14,null,5,null
13994924,14,12,14,null,14,null
13995097,5,10,2,null,6,null
13995119,4,13,15,null,14,null
13995361,5,11,12,null,13,null
13995432,12,5,13,null,2,null
13995486,1,2,2,null,4,null
13995631,10,10,1,null,12,null
13995924,15,13,11,null,14,null
13996006,4,5,8,null,12,null
13996168,12,15,12,null,8,null
13996427,13,4,3,null,11,null
13996707,12,12,3,null,4,null
13997632,10,3,12,null,11,null
13997683,2,14,1,null,1,null
13997788,2,14,13,null,1,null
13997824,10,14,14,null,15,null
13998186,15,10,9,null,14,null
13998244,3,5,12,null,1,null
13998559,7,11,4,null,2,null
13998579,10,9,9,null,3,null
13998786,2,3,12,null,15,null
13998795,2,13,14,null,13,null
13998830,10,13,1,null,1,null
13998890,8,3,2,null,10,null
13998945,7,10,10,null,11,null
13999039,7,1,10,null,15,null
13999040,4,9,5,null,13,null
13999042,13,14,14,null,15,null
13999090,15,3,13,null,11,null
13999427,15,4,1,null,14,null
13999621,3,12,13,null,7,null
13999870,6,9,5,null,8,null
13999943,1,2,15,null,10,null
14000024,9,4,15,null,4,null
14000092,8,10,13,null,7,null
14000266,9,14,11,null,3,null
14000424,12,14,10,null,14,null
14000857,4,14,14,null,6,null
14000955,12,14,9,null,14,null
14001383,2,5,4,null,1,null
14001522,1,15,1,null,5,null
14001724,15,3,15,null,15,null
14001729,4,11,12,null,5,null
14001934,14,15,9,null,11,null
14001946,2,14,15,null,5,null
14002092,1,4,2,null,14,null
14002206,13,14,14,null,15,null
14002720,6,9,8,null,1,null
14002879,11,2,15,null,1,null
14003149,3,1,10,null,13,null
14003309,15,3,5,null,12,null
14004399,9,14,3,null,14,null
14004448,5,14,4,null,14,null
14004940,15,13,13,null,14,null
14005070,15,11,9,null,13,null
14005404,14,3,10,null,15,null
14005698,15,15,4,null,14,null
14005789,12,12,14,null,12,null
14005838,4,14,2,null,3,null
